ent_station,ext_station,ent_time_period,riders_average_sunday
Reagan Washington National Airport,Cheverly,PM Peak,0.75
Reagan Washington National Airport,Clarendon,PM Peak,9.75
Reagan Washington National Airport,Cleveland Park,PM Peak,9.5
Reagan Washington National Airport,College Park-U of MD,PM Peak,4.5
Reagan Washington National Airport,Columbia Heights,PM Peak,71.25
Reagan Washington National Airport,Congress Heights,PM Peak,2.0
Reagan Washington National Airport,Court House,PM Peak,25.0
Reagan Washington National Airport,Crystal City,PM Peak,84.5
Reagan Washington National Airport,Deanwood,PM Peak,0.5
Reagan Washington National Airport,Dunn Loring,PM Peak,7.5
Reagan Washington National Airport,Dupont Circle,PM Peak,48.0
Reagan Washington National Airport,East Falls Church,PM Peak,13.0
Reagan Washington National Airport,Eastern Market,PM Peak,23.0
Reagan Washington National Airport,Eisenhower Avenue,PM Peak,20.75
Reagan Washington National Airport,Farragut North,PM Peak,10.0
Reagan Washington National Airport,Farragut West,PM Peak,29.0
Reagan Washington National Airport,Federal Center SW,PM Peak,4.5
Reagan Washington National Airport,Federal Triangle,PM Peak,2.25
Reagan Washington National Airport,Foggy Bottom,PM Peak,105.5
Reagan Washington National Airport,Forest Glen,PM Peak,5.5
Reagan Washington National Airport,Fort Totten,PM Peak,25.75
Reagan Washington National Airport,Franconia-Springfield,PM Peak,63.5
Reagan Washington National Airport,Friendship Heights,PM Peak,14.0
Reagan Washington National Airport,Gallery Place-Chinatown,PM Peak,67.25
Reagan Washington National Airport,Georgia Avenue-Petworth,PM Peak,18.25
Reagan Washington National Airport,Glenmont,PM Peak,9.75
Reagan Washington National Airport,Greenbelt,PM Peak,9.75
Reagan Washington National Airport,Grosvenor,PM Peak,12.0
Reagan Washington National Airport,Huntington,PM Peak,44.5
Reagan Washington National Airport,Judiciary Square,PM Peak,4.0
Reagan Washington National Airport,King Street,PM Peak,99.5
Reagan Washington National Airport,Landover,PM Peak,0.5
Reagan Washington National Airport,Largo Town Center,PM Peak,7.25
Reagan Washington National Airport,L'Enfant Plaza,PM Peak,31.25
Reagan Washington National Airport,McPherson Square,PM Peak,51.5
Reagan Washington National Airport,Medical Center,PM Peak,10.5
Reagan Washington National Airport,Metro Center,PM Peak,34.25
Reagan Washington National Airport,Minnesota Avenue,PM Peak,1.5
Reagan Washington National Airport,Morgan Blvd.,PM Peak,2.0
Reagan Washington National Airport,Mt. Vernon Square-UDC,PM Peak,45.5
Reagan Washington National Airport,Navy Yard,PM Peak,16.75
Reagan Washington National Airport,Naylor Road,PM Peak,4.0
Reagan Washington National Airport,New Carrollton,PM Peak,14.5
Reagan Washington National Airport,New York Ave,PM Peak,15.5
Reagan Washington National Airport,Pentagon,PM Peak,8.75
Reagan Washington National Airport,Pentagon City,PM Peak,85.25
Reagan Washington National Airport,Potomac Avenue,PM Peak,8.75
Reagan Washington National Airport,Prince George's Plaza,PM Peak,4.25
Reagan Washington National Airport,Reagan Washington National Airport,PM Peak,11.0
Reagan Washington National Airport,Rhode Island Avenue,PM Peak,3.75
Reagan Washington National Airport,Rockville,PM Peak,8.25
Reagan Washington National Airport,Rosslyn,PM Peak,76.75
Reagan Washington National Airport,Shady Grove,PM Peak,25.25
Reagan Washington National Airport,Shaw-Howard University,PM Peak,15.25
Reagan Washington National Airport,Silver Spring,PM Peak,45.75
Reagan Washington National Airport,Smithsonian,PM Peak,9.25
Reagan Washington National Airport,Southern Avenue,PM Peak,5.5
Reagan Washington National Airport,Stadium-Armory,PM Peak,4.75
Reagan Washington National Airport,Suitland,PM Peak,8.75
Reagan Washington National Airport,Takoma,PM Peak,10.75
Reagan Washington National Airport,Tenleytown-AU,PM Peak,17.25
Reagan Washington National Airport,Twinbrook,PM Peak,11.0
Reagan Washington National Airport,U Street-Cardozo,PM Peak,54.75
Reagan Washington National Airport,Union Station,PM Peak,40.75
Reagan Washington National Airport,Van Dorn Street,PM Peak,25.5
Reagan Washington National Airport,Van Ness-UDC,PM Peak,15.25
Reagan Washington National Airport,Vienna,PM Peak,20.0
Reagan Washington National Airport,Virginia Square-GMU,PM Peak,15.25
Reagan Washington National Airport,Waterfront,PM Peak,11.25
Reagan Washington National Airport,West Falls Church,PM Peak,10.5
Reagan Washington National Airport,West Hyattsville,PM Peak,1.25
Reagan Washington National Airport,Wheaton,PM Peak,3.5
Reagan Washington National Airport,White Flint,PM Peak,21.0
Reagan Washington National Airport,Woodley Park-Zoo,PM Peak,33.25
Rhode Island Avenue,Addison Road,PM Peak,4.25
Rhode Island Avenue,Anacostia,PM Peak,21.0
Rhode Island Avenue,Archives-Navy Memorial,PM Peak,0.5
Rhode Island Avenue,Ballston,PM Peak,1.5
Rhode Island Avenue,Benning Road,PM Peak,10.75
Rhode Island Avenue,Bethesda,PM Peak,1.75
Rhode Island Avenue,Braddock Road,PM Peak,0.5
Rhode Island Avenue,Branch Avenue,PM Peak,2.0
Rhode Island Avenue,Brookland,PM Peak,12.75
Rhode Island Avenue,Capitol Heights,PM Peak,3.25
Rhode Island Avenue,Capitol South,PM Peak,0.5
Rhode Island Avenue,Cheverly,PM Peak,0.25
Rhode Island Avenue,Clarendon,PM Peak,1.25
Rhode Island Avenue,Cleveland Park,PM Peak,2.5
Rhode Island Avenue,College Park-U of MD,PM Peak,1.0
Rhode Island Avenue,Columbia Heights,PM Peak,28.25
Rhode Island Avenue,Congress Heights,PM Peak,5.75
Rhode Island Avenue,Court House,PM Peak,1.75
Rhode Island Avenue,Crystal City,PM Peak,1.5
Rhode Island Avenue,Deanwood,PM Peak,2.5
Rhode Island Avenue,Dunn Loring,PM Peak,0.5
Rhode Island Avenue,Dupont Circle,PM Peak,19.0
Rhode Island Avenue,East Falls Church,PM Peak,0.25
Rhode Island Avenue,Eastern Market,PM Peak,3.25
Rhode Island Avenue,Farragut North,PM Peak,9.0
Rhode Island Avenue,Federal Center SW,PM Peak,0.5
Rhode Island Avenue,Foggy Bottom,PM Peak,6.0
Rhode Island Avenue,Forest Glen,PM Peak,2.75
Rhode Island Avenue,Fort Totten,PM Peak,41.25
Rhode Island Avenue,Franconia-Springfield,PM Peak,1.25
Rhode Island Avenue,Friendship Heights,PM Peak,6.5
Rhode Island Avenue,Gallery Place-Chinatown,PM Peak,41.0
Rhode Island Avenue,Georgia Avenue-Petworth,PM Peak,16.0
Rhode Island Avenue,Glenmont,PM Peak,5.25
Rhode Island Avenue,Greenbelt,PM Peak,3.75
Rhode Island Avenue,Grosvenor,PM Peak,0.25
Rhode Island Avenue,Huntington,PM Peak,1.5
Rhode Island Avenue,Judiciary Square,PM Peak,3.75
Rhode Island Avenue,King Street,PM Peak,1.25
Rhode Island Avenue,Landover,PM Peak,1.5
Rhode Island Avenue,Largo Town Center,PM Peak,7.0
Rhode Island Avenue,L'Enfant Plaza,PM Peak,2.5
Rhode Island Avenue,McPherson Square,PM Peak,1.0
Rhode Island Avenue,Medical Center,PM Peak,1.0
Rhode Island Avenue,Metro Center,PM Peak,14.25
Rhode Island Avenue,Minnesota Avenue,PM Peak,9.25
Rhode Island Avenue,Morgan Blvd.,PM Peak,0.25
Rhode Island Avenue,Mt. Vernon Square-UDC,PM Peak,4.0
Rhode Island Avenue,Navy Yard,PM Peak,7.0
Rhode Island Avenue,Naylor Road,PM Peak,7.75
Rhode Island Avenue,New Carrollton,PM Peak,2.75
Rhode Island Avenue,New York Ave,PM Peak,13.5
Rhode Island Avenue,Pentagon,PM Peak,2.25
Rhode Island Avenue,Pentagon City,PM Peak,5.25
Rhode Island Avenue,Potomac Avenue,PM Peak,5.0
Rhode Island Avenue,Prince George's Plaza,PM Peak,7.25
Rhode Island Avenue,Reagan Washington National Airport,PM Peak,1.25
Rhode Island Avenue,Rhode Island Avenue,PM Peak,13.75
Rhode Island Avenue,Rockville,PM Peak,2.0
Rhode Island Avenue,Rosslyn,PM Peak,3.25
Rhode Island Avenue,Shady Grove,PM Peak,5.5
Rhode Island Avenue,Shaw-Howard University,PM Peak,3.5
Rhode Island Avenue,Silver Spring,PM Peak,33.75
Rhode Island Avenue,Smithsonian,PM Peak,5.5
Rhode Island Avenue,Southern Avenue,PM Peak,4.25
Rhode Island Avenue,Stadium-Armory,PM Peak,1.0
Rhode Island Avenue,Suitland,PM Peak,7.75
Rhode Island Avenue,Takoma,PM Peak,17.0
Rhode Island Avenue,Tenleytown-AU,PM Peak,4.5
Rhode Island Avenue,Twinbrook,PM Peak,0.75
Rhode Island Avenue,U Street-Cardozo,PM Peak,10.0
Rhode Island Avenue,Union Station,PM Peak,25.0
Rhode Island Avenue,Van Dorn Street,PM Peak,0.5
Rhode Island Avenue,Van Ness-UDC,PM Peak,3.0
Rhode Island Avenue,Vienna,PM Peak,2.25
Rhode Island Avenue,Waterfront,PM Peak,6.75
Rhode Island Avenue,West Falls Church,PM Peak,0.75
Rhode Island Avenue,West Hyattsville,PM Peak,3.0
Rhode Island Avenue,Wheaton,PM Peak,9.0
Rhode Island Avenue,White Flint,PM Peak,0.25
Rhode Island Avenue,Woodley Park-Zoo,PM Peak,6.0
Rockville,Addison Road,PM Peak,1.0
Rockville,Anacostia,PM Peak,2.5
Rockville,Ballston,PM Peak,2.25
Rockville,Benning Road,PM Peak,0.5
Rockville,Bethesda,PM Peak,22.25
Rockville,Braddock Road,PM Peak,0.5
Rockville,Branch Avenue,PM Peak,0.5
Rockville,Brookland,PM Peak,1.0
Rockville,Capitol Heights,PM Peak,0.25
Rockville,Capitol South,PM Peak,0.25
Rockville,Cheverly,PM Peak,0.25
Rockville,Clarendon,PM Peak,0.5
Rockville,Cleveland Park,PM Peak,8.5
Rockville,College Park-U of MD,PM Peak,1.0
Rockville,Columbia Heights,PM Peak,2.75
Rockville,Congress Heights,PM Peak,0.75
Rockville,Court House,PM Peak,0.5
Rockville,Crystal City,PM Peak,2.75
Rockville,Dunn Loring,PM Peak,1.0
Rockville,Dupont Circle,PM Peak,26.0
Rockville,East Falls Church,PM Peak,1.75
Rockville,Eastern Market,PM Peak,1.25
Rockville,Farragut North,PM Peak,6.25
Rockville,Federal Center SW,PM Peak,1.0
Rockville,Federal Triangle,PM Peak,1.75
Rockville,Foggy Bottom,PM Peak,2.75
Rockville,Fort Totten,PM Peak,5.75
Rockville,Franconia-Springfield,PM Peak,3.0
Rockville,Friendship Heights,PM Peak,16.0
Rockville,Gallery Place-Chinatown,PM Peak,18.0
Rockville,Georgia Avenue-Petworth,PM Peak,1.0
Rockville,Glenmont,PM Peak,0.5
Rockville,Greenbelt,PM Peak,1.75
Rockville,Grosvenor,PM Peak,7.75
Rockville,Huntington,PM Peak,1.5
Rockville,Judiciary Square,PM Peak,2.0
Rockville,King Street,PM Peak,0.25
Rockville,Landover,PM Peak,0.75
Rockville,Largo Town Center,PM Peak,0.5
Rockville,L'Enfant Plaza,PM Peak,1.5
Rockville,Medical Center,PM Peak,2.25
Rockville,Metro Center,PM Peak,8.5
Rockville,Minnesota Avenue,PM Peak,1.0
Rockville,Morgan Blvd.,PM Peak,0.25
Rockville,Mt. Vernon Square-UDC,PM Peak,0.75
Rockville,Navy Yard,PM Peak,6.75
Rockville,Naylor Road,PM Peak,1.75
Rockville,New Carrollton,PM Peak,2.75
Rockville,New York Ave,PM Peak,4.75
Rockville,Pentagon,PM Peak,0.75
Rockville,Pentagon City,PM Peak,5.5
Rockville,Potomac Avenue,PM Peak,0.25
Rockville,Reagan Washington National Airport,PM Peak,1.5
Rockville,Rhode Island Avenue,PM Peak,1.25
Rockville,Rockville,PM Peak,4.5
Rockville,Rosslyn,PM Peak,1.0
Rockville,Shady Grove,PM Peak,45.0
Rockville,Shaw-Howard University,PM Peak,1.5
Rockville,Silver Spring,PM Peak,4.0
Rockville,Smithsonian,PM Peak,3.5
Rockville,Southern Avenue,PM Peak,0.75
Rockville,Stadium-Armory,PM Peak,1.25
Rockville,Suitland,PM Peak,1.25
Rockville,Takoma,PM Peak,1.25
Rockville,Tenleytown-AU,PM Peak,6.5
Rockville,Twinbrook,PM Peak,21.25
Rockville,U Street-Cardozo,PM Peak,2.5
Rockville,Union Station,PM Peak,11.75
Rockville,Van Dorn Street,PM Peak,0.75
Rockville,Van Ness-UDC,PM Peak,4.75
Rockville,Vienna,PM Peak,1.0
Rockville,Virginia Square-GMU,PM Peak,0.5
Rockville,Waterfront,PM Peak,1.0
Rockville,West Falls Church,PM Peak,0.75
Rockville,West Hyattsville,PM Peak,0.25
Rockville,Wheaton,PM Peak,0.25
Rockville,White Flint,PM Peak,16.5
Rockville,Woodley Park-Zoo,PM Peak,15.0
Rosslyn,Addison Road,PM Peak,5.5
Rosslyn,Anacostia,PM Peak,3.0
Rosslyn,Archives-Navy Memorial,PM Peak,2.0
Rosslyn,Arlington Cemetery,PM Peak,23.0
Rosslyn,Ballston,PM Peak,54.75
Rosslyn,Benning Road,PM Peak,2.0
Rosslyn,Bethesda,PM Peak,6.25
Rosslyn,Braddock Road,PM Peak,17.5
Rosslyn,Branch Avenue,PM Peak,3.5
Rosslyn,Brookland,PM Peak,2.75
Rosslyn,Capitol Heights,PM Peak,1.5
Rosslyn,Capitol South,PM Peak,17.75
Rosslyn,Cheverly,PM Peak,1.75
Rosslyn,Clarendon,PM Peak,37.25
Rosslyn,Cleveland Park,PM Peak,5.75
Rosslyn,College Park-U of MD,PM Peak,0.75
Rosslyn,Columbia Heights,PM Peak,17.5
Rosslyn,Congress Heights,PM Peak,0.75
Rosslyn,Court House,PM Peak,22.75
Rosslyn,Crystal City,PM Peak,43.0
Rosslyn,Deanwood,PM Peak,2.0
Rosslyn,Dunn Loring,PM Peak,16.5
Rosslyn,Dupont Circle,PM Peak,19.5
Rosslyn,East Falls Church,PM Peak,26.75
Rosslyn,Eastern Market,PM Peak,19.75
Rosslyn,Eisenhower Avenue,PM Peak,3.25
Rosslyn,Farragut North,PM Peak,1.25
Rosslyn,Farragut West,PM Peak,35.25
Rosslyn,Federal Center SW,PM Peak,18.25
Rosslyn,Federal Triangle,PM Peak,17.25
Rosslyn,Foggy Bottom,PM Peak,78.5
Rosslyn,Forest Glen,PM Peak,1.0
Rosslyn,Fort Totten,PM Peak,14.5
Rosslyn,Franconia-Springfield,PM Peak,34.0
Rosslyn,Friendship Heights,PM Peak,7.0
Rosslyn,Gallery Place-Chinatown,PM Peak,18.25
Rosslyn,Georgia Avenue-Petworth,PM Peak,2.5
Rosslyn,Glenmont,PM Peak,2.25
Rosslyn,Greenbelt,PM Peak,3.0
Rosslyn,Grosvenor,PM Peak,2.25
Rosslyn,Huntington,PM Peak,16.5
Rosslyn,Judiciary Square,PM Peak,8.75
Rosslyn,King Street,PM Peak,30.25
Rosslyn,Landover,PM Peak,1.75
Rosslyn,Largo Town Center,PM Peak,3.5
Rosslyn,L'Enfant Plaza,PM Peak,15.75
Rosslyn,McPherson Square,PM Peak,46.5
Rosslyn,Medical Center,PM Peak,0.75
Rosslyn,Metro Center,PM Peak,57.25
Rosslyn,Minnesota Avenue,PM Peak,2.75
Rosslyn,Morgan Blvd.,PM Peak,0.5
Rosslyn,Mt. Vernon Square-UDC,PM Peak,2.5
Rosslyn,Navy Yard,PM Peak,23.5
Rosslyn,Naylor Road,PM Peak,0.75
Rosslyn,New Carrollton,PM Peak,6.5
Rosslyn,New York Ave,PM Peak,3.75
Rosslyn,Pentagon,PM Peak,19.0
Rosslyn,Pentagon City,PM Peak,106.25
Rosslyn,Potomac Avenue,PM Peak,3.5
Rosslyn,Prince George's Plaza,PM Peak,2.25
Rosslyn,Reagan Washington National Airport,PM Peak,31.25
Rosslyn,Rhode Island Avenue,PM Peak,3.75
Rosslyn,Rockville,PM Peak,1.25
Rosslyn,Rosslyn,PM Peak,23.75
Rosslyn,Shady Grove,PM Peak,5.75
Rosslyn,Shaw-Howard University,PM Peak,4.25
Rosslyn,Silver Spring,PM Peak,11.5
Rosslyn,Smithsonian,PM Peak,53.75
Rosslyn,Southern Avenue,PM Peak,3.75
Rosslyn,Stadium-Armory,PM Peak,3.5
Rosslyn,Suitland,PM Peak,3.0
Rosslyn,Takoma,PM Peak,4.0
Rosslyn,Tenleytown-AU,PM Peak,6.0
Rosslyn,Twinbrook,PM Peak,1.25
Rosslyn,U Street-Cardozo,PM Peak,13.0
Rosslyn,Union Station,PM Peak,32.75
Rosslyn,Van Dorn Street,PM Peak,12.0
Rosslyn,Van Ness-UDC,PM Peak,4.75
Rosslyn,Vienna,PM Peak,34.25
Rosslyn,Virginia Square-GMU,PM Peak,23.25
Rosslyn,Waterfront,PM Peak,3.75
Rosslyn,West Falls Church,PM Peak,18.25
Rosslyn,West Hyattsville,PM Peak,0.25
Rosslyn,Wheaton,PM Peak,1.25
Rosslyn,White Flint,PM Peak,1.25
Rosslyn,Woodley Park-Zoo,PM Peak,9.5
Shady Grove,Addison Road,PM Peak,4.0
Shady Grove,Anacostia,PM Peak,2.75
Shady Grove,Archives-Navy Memorial,PM Peak,0.75
Shady Grove,Arlington Cemetery,PM Peak,0.5
Shady Grove,Ballston,PM Peak,4.75
Shady Grove,Benning Road,PM Peak,1.25
Shady Grove,Bethesda,PM Peak,33.0
Shady Grove,Braddock Road,PM Peak,2.5
Shady Grove,Branch Avenue,PM Peak,3.5
Shady Grove,Brookland,PM Peak,1.5
Shady Grove,Capitol Heights,PM Peak,1.0
Shady Grove,Capitol South,PM Peak,2.0
Shady Grove,Cheverly,PM Peak,1.25
Shady Grove,Clarendon,PM Peak,1.0
Shady Grove,Cleveland Park,PM Peak,9.0
Shady Grove,College Park-U of MD,PM Peak,2.5
Shady Grove,Columbia Heights,PM Peak,7.0
Shady Grove,Congress Heights,PM Peak,0.25
Shady Grove,Court House,PM Peak,1.75
Shady Grove,Crystal City,PM Peak,2.25
Shady Grove,Deanwood,PM Peak,1.0
Shady Grove,Dunn Loring,PM Peak,2.0
Shady Grove,Dupont Circle,PM Peak,34.5
Shady Grove,East Falls Church,PM Peak,2.0
Shady Grove,Eastern Market,PM Peak,1.75
Shady Grove,Farragut North,PM Peak,18.0
Shady Grove,Farragut West,PM Peak,0.25
Shady Grove,Federal Center SW,PM Peak,3.0
Shady Grove,Federal Triangle,PM Peak,1.0
Shady Grove,Foggy Bottom,PM Peak,14.75
Shady Grove,Forest Glen,PM Peak,0.75
Shady Grove,Fort Totten,PM Peak,11.25
Shady Grove,Franconia-Springfield,PM Peak,5.25
Shady Grove,Friendship Heights,PM Peak,17.0
Shady Grove,Gallery Place-Chinatown,PM Peak,41.0
Shady Grove,Georgia Avenue-Petworth,PM Peak,5.0
Shady Grove,Glenmont,PM Peak,1.5
Shady Grove,Greenbelt,PM Peak,3.0
Shady Grove,Grosvenor,PM Peak,7.25
Shady Grove,Huntington,PM Peak,2.75
Shady Grove,Judiciary Square,PM Peak,7.5
Shady Grove,King Street,PM Peak,1.75
Shady Grove,Landover,PM Peak,1.5
Shady Grove,Largo Town Center,PM Peak,2.5
Shady Grove,L'Enfant Plaza,PM Peak,2.75
Shady Grove,McPherson Square,PM Peak,1.25
Shady Grove,Medical Center,PM Peak,7.75
Shady Grove,Metro Center,PM Peak,26.25
Shady Grove,Minnesota Avenue,PM Peak,3.0
Shady Grove,Morgan Blvd.,PM Peak,0.75
Shady Grove,Mt. Vernon Square-UDC,PM Peak,1.5
Shady Grove,Navy Yard,PM Peak,53.75
Shady Grove,Naylor Road,PM Peak,1.25
Shady Grove,New Carrollton,PM Peak,4.5
Shady Grove,New York Ave,PM Peak,5.25
Shady Grove,Pentagon,PM Peak,2.0
Shady Grove,Pentagon City,PM Peak,7.25
Shady Grove,Potomac Avenue,PM Peak,0.75
Shady Grove,Prince George's Plaza,PM Peak,1.0
Shady Grove,Reagan Washington National Airport,PM Peak,8.75
Shady Grove,Rhode Island Avenue,PM Peak,3.75
Shady Grove,Rockville,PM Peak,44.5
Shady Grove,Rosslyn,PM Peak,2.75
Shady Grove,Shady Grove,PM Peak,15.0
Shady Grove,Shaw-Howard University,PM Peak,2.75
Shady Grove,Silver Spring,PM Peak,6.75
Shady Grove,Smithsonian,PM Peak,16.0
Shady Grove,Southern Avenue,PM Peak,2.25
Shady Grove,Stadium-Armory,PM Peak,0.5
Shady Grove,Suitland,PM Peak,2.0
Shady Grove,Takoma,PM Peak,4.0
Shady Grove,Tenleytown-AU,PM Peak,11.25
Shady Grove,Twinbrook,PM Peak,29.75
Shady Grove,U Street-Cardozo,PM Peak,3.25
Shady Grove,Union Station,PM Peak,54.5
Shady Grove,Van Dorn Street,PM Peak,2.25
Shady Grove,Van Ness-UDC,PM Peak,7.75
Shady Grove,Vienna,PM Peak,3.75
Shady Grove,Virginia Square-GMU,PM Peak,1.25
Shady Grove,Waterfront,PM Peak,4.5
Shady Grove,West Falls Church,PM Peak,0.5
Shady Grove,West Hyattsville,PM Peak,1.5
Shady Grove,Wheaton,PM Peak,0.25
Shady Grove,White Flint,PM Peak,16.0
Shady Grove,Woodley Park-Zoo,PM Peak,21.25
Shaw-Howard University,Addison Road,PM Peak,1.25
Shaw-Howard University,Anacostia,PM Peak,19.25
Shaw-Howard University,Archives-Navy Memorial,PM Peak,6.75
Shaw-Howard University,Arlington Cemetery,PM Peak,0.5
Shaw-Howard University,Ballston,PM Peak,5.5
Shaw-Howard University,Benning Road,PM Peak,6.25
Shaw-Howard University,Bethesda,PM Peak,2.75
Shaw-Howard University,Braddock Road,PM Peak,3.25
Shaw-Howard University,Branch Avenue,PM Peak,5.25
Shaw-Howard University,Brookland,PM Peak,1.5
Shaw-Howard University,Capitol Heights,PM Peak,2.0
Shaw-Howard University,Capitol South,PM Peak,0.5
Shaw-Howard University,Cheverly,PM Peak,0.25
Shaw-Howard University,Clarendon,PM Peak,1.75
Shaw-Howard University,Cleveland Park,PM Peak,1.75
Shaw-Howard University,College Park-U of MD,PM Peak,2.0
Shaw-Howard University,Columbia Heights,PM Peak,69.25
Shaw-Howard University,Congress Heights,PM Peak,6.5
Shaw-Howard University,Court House,PM Peak,1.5
Shaw-Howard University,Crystal City,PM Peak,6.0
Shaw-Howard University,Deanwood,PM Peak,1.25
Shaw-Howard University,Dunn Loring,PM Peak,0.25
Shaw-Howard University,Dupont Circle,PM Peak,4.75
Shaw-Howard University,East Falls Church,PM Peak,1.5
Shaw-Howard University,Eastern Market,PM Peak,8.0
Shaw-Howard University,Eisenhower Avenue,PM Peak,0.5
Shaw-Howard University,Farragut North,PM Peak,6.5
Shaw-Howard University,Farragut West,PM Peak,0.25
Shaw-Howard University,Federal Center SW,PM Peak,0.25
Shaw-Howard University,Foggy Bottom,PM Peak,6.25
Shaw-Howard University,Forest Glen,PM Peak,0.75
Shaw-Howard University,Fort Totten,PM Peak,23.0
Shaw-Howard University,Franconia-Springfield,PM Peak,3.5
Shaw-Howard University,Friendship Heights,PM Peak,9.25
Shaw-Howard University,Gallery Place-Chinatown,PM Peak,60.25
Shaw-Howard University,Georgia Avenue-Petworth,PM Peak,14.0
Shaw-Howard University,Glenmont,PM Peak,3.0
Shaw-Howard University,Greenbelt,PM Peak,5.75
Shaw-Howard University,Grosvenor,PM Peak,0.5
Shaw-Howard University,Huntington,PM Peak,5.25
Shaw-Howard University,Judiciary Square,PM Peak,0.5
Shaw-Howard University,King Street,PM Peak,4.75
Shaw-Howard University,Landover,PM Peak,2.25
Shaw-Howard University,Largo Town Center,PM Peak,3.75
Shaw-Howard University,L'Enfant Plaza,PM Peak,7.25
Shaw-Howard University,McPherson Square,PM Peak,1.25
Shaw-Howard University,Medical Center,PM Peak,0.25
Shaw-Howard University,Metro Center,PM Peak,4.0
Shaw-Howard University,Minnesota Avenue,PM Peak,4.5
Shaw-Howard University,Morgan Blvd.,PM Peak,0.25
Shaw-Howard University,Mt. Vernon Square-UDC,PM Peak,5.25
Shaw-Howard University,Navy Yard,PM Peak,18.5
Shaw-Howard University,Naylor Road,PM Peak,2.75
Shaw-Howard University,New Carrollton,PM Peak,5.5
Shaw-Howard University,New York Ave,PM Peak,0.25
Shaw-Howard University,Pentagon,PM Peak,2.75
Shaw-Howard University,Pentagon City,PM Peak,21.25
Shaw-Howard University,Potomac Avenue,PM Peak,4.25
Shaw-Howard University,Prince George's Plaza,PM Peak,5.5
Shaw-Howard University,Reagan Washington National Airport,PM Peak,8.75
Shaw-Howard University,Rhode Island Avenue,PM Peak,4.75
Shaw-Howard University,Rockville,PM Peak,0.5
Shaw-Howard University,Rosslyn,PM Peak,3.0
Shaw-Howard University,Shady Grove,PM Peak,2.25
Shaw-Howard University,Shaw-Howard University,PM Peak,11.75
Shaw-Howard University,Silver Spring,PM Peak,6.75
Shaw-Howard University,Smithsonian,PM Peak,5.0
Shaw-Howard University,Southern Avenue,PM Peak,9.25
Shaw-Howard University,Stadium-Armory,PM Peak,2.25
Shaw-Howard University,Suitland,PM Peak,7.75
Shaw-Howard University,Takoma,PM Peak,1.0
Shaw-Howard University,Tenleytown-AU,PM Peak,2.25
Shaw-Howard University,Twinbrook,PM Peak,0.25
Shaw-Howard University,U Street-Cardozo,PM Peak,7.5
Shaw-Howard University,Union Station,PM Peak,8.75
Shaw-Howard University,Van Dorn Street,PM Peak,1.0
Shaw-Howard University,Van Ness-UDC,PM Peak,1.5
Shaw-Howard University,Vienna,PM Peak,1.5
Shaw-Howard University,Virginia Square-GMU,PM Peak,0.75
Shaw-Howard University,Waterfront,PM Peak,10.5
Shaw-Howard University,West Falls Church,PM Peak,0.75
Shaw-Howard University,West Hyattsville,PM Peak,4.0
Shaw-Howard University,Wheaton,PM Peak,2.5
Shaw-Howard University,Woodley Park-Zoo,PM Peak,3.5
Silver Spring,Addison Road,PM Peak,3.25
Silver Spring,Anacostia,PM Peak,10.75
Silver Spring,Archives-Navy Memorial,PM Peak,1.75
Silver Spring,Arlington Cemetery,PM Peak,4.75
Silver Spring,Ballston,PM Peak,8.75
Silver Spring,Benning Road,PM Peak,4.0
Silver Spring,Bethesda,PM Peak,0.5
Silver Spring,Braddock Road,PM Peak,3.5
Silver Spring,Branch Avenue,PM Peak,6.5
Silver Spring,Brookland,PM Peak,38.25
Silver Spring,Capitol Heights,PM Peak,1.0
Silver Spring,Capitol South,PM Peak,5.25
Silver Spring,Cheverly,PM Peak,1.0
Silver Spring,Clarendon,PM Peak,3.5
Silver Spring,Cleveland Park,PM Peak,5.0
Silver Spring,College Park-U of MD,PM Peak,8.75
Silver Spring,Columbia Heights,PM Peak,42.0
Silver Spring,Congress Heights,PM Peak,2.75
Silver Spring,Court House,PM Peak,2.75
Silver Spring,Crystal City,PM Peak,4.75
Silver Spring,Deanwood,PM Peak,4.25
Silver Spring,Dunn Loring,PM Peak,2.0
Silver Spring,Dupont Circle,PM Peak,37.75
Silver Spring,East Falls Church,PM Peak,4.5
Silver Spring,Eastern Market,PM Peak,3.25
Silver Spring,Eisenhower Avenue,PM Peak,0.25
Silver Spring,Farragut North,PM Peak,22.75
Silver Spring,Farragut West,PM Peak,0.5
Silver Spring,Federal Center SW,PM Peak,0.25
Silver Spring,Federal Triangle,PM Peak,3.75
Silver Spring,Foggy Bottom,PM Peak,14.75
Silver Spring,Forest Glen,PM Peak,10.75
Silver Spring,Fort Totten,PM Peak,64.25
Silver Spring,Franconia-Springfield,PM Peak,6.75
Silver Spring,Friendship Heights,PM Peak,1.5
Silver Spring,Gallery Place-Chinatown,PM Peak,79.5
Silver Spring,Georgia Avenue-Petworth,PM Peak,13.75
Silver Spring,Glenmont,PM Peak,41.75
Silver Spring,Greenbelt,PM Peak,7.0
Silver Spring,Grosvenor,PM Peak,0.25
Silver Spring,Huntington,PM Peak,7.25
Silver Spring,Judiciary Square,PM Peak,13.0
Silver Spring,King Street,PM Peak,6.75
Silver Spring,Landover,PM Peak,1.25
Silver Spring,Largo Town Center,PM Peak,5.25
Silver Spring,L'Enfant Plaza,PM Peak,4.0
Silver Spring,McPherson Square,PM Peak,3.0
