ent_station,ext_station,riders_average_weekday_late_night
Shady Grove,Anacostia,0.375
Shady Grove,Ballston,1.375
Shady Grove,Benning Road,0.25
Shady Grove,Bethesda,1.375
Shady Grove,Braddock Road,0.25
Shady Grove,Branch Avenue,0.625
Shady Grove,Brookland,0.125
Shady Grove,Cheverly,0.125
Shady Grove,Columbia Heights,0.25
Shady Grove,Congress Heights,0.375
Shady Grove,Deanwood,0.25
Shady Grove,Dunn Loring,0.125
Shady Grove,Dupont Circle,3.5
Shady Grove,East Falls Church,0.125
Shady Grove,Eastern Market,0.375
Shady Grove,Farragut North,0.5
Shady Grove,Farragut West,0.125
Shady Grove,Foggy Bottom,0.375
Shady Grove,Fort Totten,0.625
Shady Grove,Franconia-Springfield,0.25
Shady Grove,Friendship Heights,0.875
Shady Grove,Gallery Place-Chinatown,1.375
Shady Grove,Georgia Avenue-Petworth,0.25
Shady Grove,Glenmont,0.375
Shady Grove,Grosvenor,0.875
Shady Grove,Huntington,0.125
Shady Grove,Judiciary Square,0.375
Shady Grove,L'Enfant Plaza,0.125
Shady Grove,Largo Town Center,0.625
Shady Grove,McPherson Square,0.625
Shady Grove,Medical Center,0.125
Shady Grove,Metro Center,0.875
Shady Grove,Minnesota Avenue,0.5
Shady Grove,Morgan Blvd.,0.25
Shady Grove,Mt. Vernon Square-UDC,0.25
Shady Grove,Naylor Road,0.25
Shady Grove,New Carrollton,0.125
Shady Grove,New York Ave,0.75
Shady Grove,Pentagon,0.125
Shady Grove,Pentagon City,0.25
Shady Grove,Potomac Avenue,0.25
Shady Grove,Prince George's Plaza,0.125
Shady Grove,Reagan Washington National Airport,0.25
Shady Grove,Rockville,0.75
Shady Grove,Rosslyn,0.25
Shady Grove,Shady Grove,4.0
Shady Grove,Shaw-Howard University,0.25
Shady Grove,Silver Spring,0.375
Shady Grove,Southern Avenue,0.25
Shady Grove,Suitland,0.25
Shady Grove,Takoma,0.625
Shady Grove,Tenleytown-AU,0.5
Shady Grove,Twinbrook,2.75
Shady Grove,U Street-Cardozo,0.25
Shady Grove,Union Station,1.25
Shady Grove,Van Dorn Street,0.125
Shady Grove,Van Ness-UDC,0.875
Shady Grove,Waterfront,0.5
Shady Grove,Wheaton,0.125
Shady Grove,White Flint,0.5
Shady Grove,Woodley Park-Zoo,2.125
Shaw-Howard University,Addison Road,1.625
Shaw-Howard University,Anacostia,5.25
Shaw-Howard University,Archives-Navy Memorial,0.5
Shaw-Howard University,Ballston,1.75
Shaw-Howard University,Benning Road,2.25
Shaw-Howard University,Bethesda,1.375
Shaw-Howard University,Braddock Road,0.75
Shaw-Howard University,Branch Avenue,2.25
Shaw-Howard University,Brookland,0.5
Shaw-Howard University,Capitol Heights,1.25
Shaw-Howard University,Capitol South,0.375
Shaw-Howard University,Cheverly,0.25
Shaw-Howard University,Clarendon,0.875
Shaw-Howard University,Cleveland Park,0.5
Shaw-Howard University,College Park-U of MD,1.375
Shaw-Howard University,Columbia Heights,12.75
Shaw-Howard University,Congress Heights,2.875
Shaw-Howard University,Court House,0.875
Shaw-Howard University,Crystal City,1.75
Shaw-Howard University,Deanwood,1.0
Shaw-Howard University,Dunn Loring,1.375
Shaw-Howard University,Dupont Circle,0.75
Shaw-Howard University,East Falls Church,1.125
Shaw-Howard University,Eastern Market,0.875
Shaw-Howard University,Eisenhower Avenue,0.375
Shaw-Howard University,Farragut North,0.375
Shaw-Howard University,Farragut West,0.625
Shaw-Howard University,Foggy Bottom,2.625
Shaw-Howard University,Forest Glen,0.75
Shaw-Howard University,Fort Totten,12.0
Shaw-Howard University,Franconia-Springfield,1.75
Shaw-Howard University,Friendship Heights,0.75
Shaw-Howard University,Gallery Place-Chinatown,8.75
Shaw-Howard University,Georgia Avenue-Petworth,6.75
Shaw-Howard University,Glenmont,2.25
Shaw-Howard University,Greenbelt,4.0
Shaw-Howard University,Grosvenor,1.0
Shaw-Howard University,Huntington,1.0
Shaw-Howard University,King Street,2.625
Shaw-Howard University,L'Enfant Plaza,3.125
Shaw-Howard University,Landover,0.75
Shaw-Howard University,Largo Town Center,0.875
Shaw-Howard University,McPherson Square,0.25
Shaw-Howard University,Medical Center,0.125
Shaw-Howard University,Metro Center,0.625
Shaw-Howard University,Minnesota Avenue,2.5
Shaw-Howard University,Morgan Blvd.,0.375
Shaw-Howard University,Mt. Vernon Square-UDC,1.25
Shaw-Howard University,Navy Yard,1.625
Shaw-Howard University,Naylor Road,3.125
Shaw-Howard University,New Carrollton,1.5
Shaw-Howard University,New York Ave,0.75
Shaw-Howard University,Pentagon,0.5
Shaw-Howard University,Pentagon City,2.0
Shaw-Howard University,Potomac Avenue,2.5
Shaw-Howard University,Prince George's Plaza,3.0
Shaw-Howard University,Reagan Washington National Airport,0.375
Shaw-Howard University,Rhode Island Avenue,0.625
Shaw-Howard University,Rockville,0.25
Shaw-Howard University,Rosslyn,1.375
Shaw-Howard University,Shady Grove,2.375
Shaw-Howard University,Shaw-Howard University,4.75
Shaw-Howard University,Silver Spring,3.25
Shaw-Howard University,Southern Avenue,2.0
Shaw-Howard University,Stadium-Armory,0.875
Shaw-Howard University,Suitland,3.875
Shaw-Howard University,Takoma,2.125
Shaw-Howard University,Tenleytown-AU,2.5
Shaw-Howard University,Twinbrook,0.5
Shaw-Howard University,U Street-Cardozo,0.875
Shaw-Howard University,Union Station,0.625
Shaw-Howard University,Van Dorn Street,0.5
Shaw-Howard University,Van Ness-UDC,0.25
Shaw-Howard University,Vienna,3.0
Shaw-Howard University,Waterfront,2.75
Shaw-Howard University,West Falls Church,1.125
Shaw-Howard University,West Hyattsville,1.875
Shaw-Howard University,Wheaton,1.0
Shaw-Howard University,White Flint,0.25
Shaw-Howard University,Woodley Park-Zoo,0.625
Silver Spring,Addison Road,1.0
Silver Spring,Anacostia,4.375
Silver Spring,Ballston,1.25
Silver Spring,Benning Road,1.625
Silver Spring,Bethesda,0.5
Silver Spring,Braddock Road,0.125
Silver Spring,Branch Avenue,0.75
Silver Spring,Brookland,8.125
Silver Spring,Capitol Heights,0.25
Silver Spring,Capitol South,0.125
Silver Spring,Cheverly,0.5
Silver Spring,Clarendon,1.0
Silver Spring,Cleveland Park,0.875
Silver Spring,College Park-U of MD,2.625
Silver Spring,Columbia Heights,5.625
Silver Spring,Congress Heights,1.0
Silver Spring,Court House,0.25
Silver Spring,Crystal City,0.625
Silver Spring,Deanwood,1.25
Silver Spring,Dunn Loring,0.25
Silver Spring,Dupont Circle,3.875
Silver Spring,East Falls Church,0.25
Silver Spring,Eastern Market,0.75
Silver Spring,Eisenhower Avenue,0.75
Silver Spring,Farragut North,3.0
Silver Spring,Foggy Bottom,0.75
Silver Spring,Forest Glen,3.375
Silver Spring,Fort Totten,23.625
Silver Spring,Franconia-Springfield,0.125
Silver Spring,Friendship Heights,0.75
Silver Spring,Gallery Place-Chinatown,6.75
Silver Spring,Georgia Avenue-Petworth,5.0
Silver Spring,Glenmont,21.875
Silver Spring,Greenbelt,2.875
Silver Spring,Grosvenor,0.25
Silver Spring,Huntington,0.375
Silver Spring,Judiciary Square,0.75
Silver Spring,King Street,1.125
Silver Spring,L'Enfant Plaza,0.125
Silver Spring,Landover,1.625
Silver Spring,Largo Town Center,1.125
Silver Spring,McPherson Square,0.25
Silver Spring,Medical Center,0.25
Silver Spring,Metro Center,2.125
Silver Spring,Minnesota Avenue,1.125
Silver Spring,Mt. Vernon Square-UDC,1.25
Silver Spring,Naylor Road,2.75
Silver Spring,New Carrollton,2.375
Silver Spring,New York Ave,5.625
Silver Spring,Pentagon,0.125
Silver Spring,Pentagon City,0.625
Silver Spring,Potomac Avenue,1.25
Silver Spring,Prince George's Plaza,1.125
Silver Spring,Reagan Washington National Airport,1.5
Silver Spring,Rhode Island Avenue,5.75
Silver Spring,Rockville,1.625
Silver Spring,Rosslyn,0.5
Silver Spring,Shady Grove,2.875
Silver Spring,Shaw-Howard University,2.25
Silver Spring,Silver Spring,12.375
Silver Spring,Southern Avenue,2.5
Silver Spring,Stadium-Armory,0.375
Silver Spring,Suitland,2.875
Silver Spring,Takoma,7.75
Silver Spring,Tenleytown-AU,1.375
Silver Spring,Twinbrook,0.375
Silver Spring,U Street-Cardozo,4.375
Silver Spring,Union Station,7.5
Silver Spring,Van Ness-UDC,1.0
Silver Spring,Vienna,0.375
Silver Spring,Virginia Square-GMU,0.625
Silver Spring,Waterfront,1.375
Silver Spring,West Hyattsville,1.375
Silver Spring,Wheaton,12.25
Silver Spring,White Flint,0.25
Silver Spring,Woodley Park-Zoo,2.5
Smithsonian,Anacostia,0.5
Smithsonian,Archives-Navy Memorial,0.125
Smithsonian,Ballston,1.0
Smithsonian,Benning Road,0.25
Smithsonian,Bethesda,1.25
Smithsonian,Braddock Road,1.0
Smithsonian,Branch Avenue,0.375
Smithsonian,Brookland,0.5
Smithsonian,Capitol Heights,0.25
Smithsonian,Capitol South,0.875
Smithsonian,Cheverly,0.25
Smithsonian,Clarendon,0.75
Smithsonian,College Park-U of MD,1.0
Smithsonian,Columbia Heights,1.5
Smithsonian,Court House,1.375
Smithsonian,Crystal City,2.875
Smithsonian,Dupont Circle,1.75
Smithsonian,East Falls Church,1.25
Smithsonian,Eastern Market,1.25
Smithsonian,Eisenhower Avenue,0.75
Smithsonian,Farragut West,0.25
Smithsonian,Federal Center SW,0.125
Smithsonian,Federal Triangle,0.125
Smithsonian,Foggy Bottom,2.375
Smithsonian,Forest Glen,0.25
Smithsonian,Fort Totten,0.5
Smithsonian,Franconia-Springfield,0.5
Smithsonian,Friendship Heights,1.0
Smithsonian,Gallery Place-Chinatown,0.125
Smithsonian,Georgia Avenue-Petworth,0.5
Smithsonian,Glenmont,1.0
Smithsonian,Greenbelt,0.625
Smithsonian,Grosvenor,0.25
Smithsonian,Huntington,1.0
Smithsonian,King Street,1.125
Smithsonian,L'Enfant Plaza,0.25
Smithsonian,Landover,0.25
Smithsonian,McPherson Square,1.25
Smithsonian,Metro Center,1.0
Smithsonian,Minnesota Avenue,0.125
Smithsonian,New Carrollton,0.875
Smithsonian,New York Ave,1.0
Smithsonian,Pentagon,1.0
Smithsonian,Pentagon City,2.0
Smithsonian,Potomac Avenue,0.875
Smithsonian,Prince George's Plaza,0.125
Smithsonian,Reagan Washington National Airport,0.375
Smithsonian,Rhode Island Avenue,0.375
Smithsonian,Rockville,0.125
Smithsonian,Rosslyn,3.0
Smithsonian,Shady Grove,0.75
Smithsonian,Shaw-Howard University,1.625
Smithsonian,Silver Spring,1.5
Smithsonian,Smithsonian,1.0
Smithsonian,Suitland,0.375
Smithsonian,Takoma,0.25
Smithsonian,Tenleytown-AU,0.125
Smithsonian,Twinbrook,0.125
Smithsonian,U Street-Cardozo,0.75
Smithsonian,Union Station,0.125
Smithsonian,Van Dorn Street,0.5
Smithsonian,Vienna,5.125
Smithsonian,Virginia Square-GMU,1.5
Smithsonian,Waterfront,0.125
Smithsonian,West Falls Church,0.625
Smithsonian,West Hyattsville,0.125
Smithsonian,Wheaton,0.375
Smithsonian,Woodley Park-Zoo,1.5
Southern Avenue,Addison Road,0.375
Southern Avenue,Anacostia,2.375
Southern Avenue,Archives-Navy Memorial,0.125
Southern Avenue,Benning Road,0.25
Southern Avenue,Braddock Road,0.125
Southern Avenue,Branch Avenue,3.0
Southern Avenue,Brookland,0.125
Southern Avenue,Capitol Heights,0.25
Southern Avenue,Columbia Heights,3.0
Southern Avenue,Congress Heights,0.625
Southern Avenue,Deanwood,0.5
Southern Avenue,Eastern Market,0.125
Southern Avenue,Farragut West,0.125
Southern Avenue,Federal Center SW,0.125
Southern Avenue,Fort Totten,2.25
Southern Avenue,Gallery Place-Chinatown,2.375
Southern Avenue,Georgia Avenue-Petworth,1.125
Southern Avenue,Glenmont,0.5
Southern Avenue,Huntington,0.25
Southern Avenue,Judiciary Square,0.125
Southern Avenue,King Street,0.5
Southern Avenue,Landover,1.625
Southern Avenue,Largo Town Center,0.5
Southern Avenue,Minnesota Avenue,1.625
Southern Avenue,Morgan Blvd.,0.125
Southern Avenue,Mt. Vernon Square-UDC,0.125
Southern Avenue,Navy Yard,0.75
Southern Avenue,Naylor Road,3.0
Southern Avenue,New Carrollton,0.5
Southern Avenue,New York Ave,0.625
Southern Avenue,Pentagon,0.375
Southern Avenue,Pentagon City,0.25
Southern Avenue,Potomac Avenue,0.125
Southern Avenue,Prince George's Plaza,0.25
Southern Avenue,Reagan Washington National Airport,0.25
Southern Avenue,Rhode Island Avenue,1.0
Southern Avenue,Rockville,0.125
Southern Avenue,Shady Grove,0.375
Southern Avenue,Shaw-Howard University,0.875
Southern Avenue,Silver Spring,1.0
Southern Avenue,Southern Avenue,1.75
Southern Avenue,Stadium-Armory,0.375
Southern Avenue,Suitland,7.5
Southern Avenue,U Street-Cardozo,0.75
Southern Avenue,Union Station,0.375
Southern Avenue,Vienna,0.25
Southern Avenue,Waterfront,0.5
Southern Avenue,West Hyattsville,0.125
Southern Avenue,White Flint,0.125
Southern Avenue,Woodley Park-Zoo,0.375
Stadium-Armory,Addison Road,2.5
Stadium-Armory,Anacostia,1.625
Stadium-Armory,Ballston,0.25
Stadium-Armory,Benning Road,4.5
Stadium-Armory,Bethesda,0.25
Stadium-Armory,Braddock Road,0.125
Stadium-Armory,Brookland,0.125
Stadium-Armory,Capitol Heights,2.0
Stadium-Armory,Capitol South,0.125
Stadium-Armory,Columbia Heights,2.125
Stadium-Armory,Congress Heights,0.75
Stadium-Armory,Court House,0.125
Stadium-Armory,Crystal City,0.5
Stadium-Armory,Deanwood,2.0
Stadium-Armory,Dunn Loring,0.625
Stadium-Armory,Dupont Circle,0.5
Stadium-Armory,East Falls Church,0.125
Stadium-Armory,Eastern Market,1.75
Stadium-Armory,Farragut West,0.125
Stadium-Armory,Federal Center SW,0.375
Stadium-Armory,Foggy Bottom,0.75
Stadium-Armory,Fort Totten,0.375
Stadium-Armory,Gallery Place-Chinatown,0.25
Stadium-Armory,Georgia Avenue-Petworth,0.375
Stadium-Armory,Glenmont,0.125
Stadium-Armory,L'Enfant Plaza,0.125
Stadium-Armory,Landover,1.75
Stadium-Armory,Largo Town Center,1.0
Stadium-Armory,McPherson Square,1.375
Stadium-Armory,Metro Center,0.75
Stadium-Armory,Minnesota Avenue,0.75
Stadium-Armory,Morgan Blvd.,0.75
Stadium-Armory,Mt. Vernon Square-UDC,0.5
Stadium-Armory,Navy Yard,0.125
Stadium-Armory,Naylor Road,0.375
Stadium-Armory,New Carrollton,2.375
Stadium-Armory,New York Ave,0.25
Stadium-Armory,Pentagon City,0.25
Stadium-Armory,Potomac Avenue,1.125
Stadium-Armory,Prince George's Plaza,0.125
Stadium-Armory,Reagan Washington National Airport,0.125
Stadium-Armory,Rhode Island Avenue,0.5
Stadium-Armory,Rosslyn,0.25
Stadium-Armory,Silver Spring,0.5
Stadium-Armory,Southern Avenue,0.75
Stadium-Armory,Stadium-Armory,1.25
Stadium-Armory,Suitland,0.25
Stadium-Armory,Tenleytown-AU,0.375
Stadium-Armory,U Street-Cardozo,1.125
Stadium-Armory,Union Station,0.125
Stadium-Armory,Vienna,0.25
Stadium-Armory,Waterfront,0.5
Stadium-Armory,West Falls Church,0.25
Stadium-Armory,West Hyattsville,0.125
Stadium-Armory,Woodley Park-Zoo,0.5
Suitland,Addison Road,0.125
Suitland,Anacostia,5.25
Suitland,Archives-Navy Memorial,0.125
Suitland,Benning Road,0.75
Suitland,Braddock Road,0.625
Suitland,Branch Avenue,4.25
Suitland,Brookland,0.125
Suitland,Capitol Heights,0.375
Suitland,College Park-U of MD,0.25
Suitland,Columbia Heights,1.0
Suitland,Congress Heights,2.0
Suitland,Court House,0.125
Suitland,Crystal City,0.125
Suitland,Deanwood,0.125
Suitland,Dunn Loring,0.125
Suitland,Dupont Circle,0.25
Suitland,Eastern Market,0.25
Suitland,Farragut North,0.25
Suitland,Farragut West,0.25
Suitland,Forest Glen,0.25
Suitland,Fort Totten,2.375
Suitland,Franconia-Springfield,0.375
Suitland,Gallery Place-Chinatown,1.875
Suitland,Georgia Avenue-Petworth,0.625
Suitland,Glenmont,0.125
Suitland,Greenbelt,0.375
Suitland,Grosvenor,0.125
Suitland,Huntington,0.125
Suitland,Judiciary Square,0.125
Suitland,King Street,0.125
Suitland,Landover,0.25
Suitland,Largo Town Center,0.625
Suitland,Morgan Blvd.,0.25
Suitland,Mt. Vernon Square-UDC,0.25
Suitland,Navy Yard,1.75
Suitland,Naylor Road,2.0
Suitland,New Carrollton,0.625
Suitland,New York Ave,0.75
Suitland,Pentagon,0.125
Suitland,Potomac Avenue,0.375
Suitland,Prince George's Plaza,0.375
Suitland,Rhode Island Avenue,0.375
Suitland,Rockville,0.125
Suitland,Shady Grove,0.625
Suitland,Shaw-Howard University,0.625
Suitland,Silver Spring,0.25
Suitland,Southern Avenue,1.75
Suitland,Stadium-Armory,0.5
Suitland,Suitland,3.5
Suitland,Takoma,0.375
Suitland,U Street-Cardozo,1.5
Suitland,Union Station,0.625
Suitland,Van Dorn Street,0.125
Suitland,Waterfront,0.75
Suitland,Wheaton,0.125
Suitland,Woodley Park-Zoo,0.25
Takoma,Addison Road,0.125
Takoma,Anacostia,0.625
Takoma,Ballston,0.125
Takoma,Benning Road,0.125
Takoma,Bethesda,0.125
Takoma,Branch Avenue,0.25
Takoma,Brookland,2.625
Takoma,Capitol Heights,0.125
Takoma,Clarendon,0.25
Takoma,Cleveland Park,0.125
Takoma,College Park-U of MD,0.375
Takoma,Columbia Heights,1.75
Takoma,Congress Heights,0.25
Takoma,Crystal City,0.125
Takoma,Dupont Circle,1.875
Takoma,East Falls Church,0.25
Takoma,Farragut North,0.125
Takoma,Farragut West,0.25
Takoma,Foggy Bottom,0.375
Takoma,Forest Glen,1.375
Takoma,Fort Totten,2.0
Takoma,Franconia-Springfield,0.125
Takoma,Friendship Heights,0.25
Takoma,Gallery Place-Chinatown,0.75
Takoma,Georgia Avenue-Petworth,1.0
Takoma,Glenmont,3.125
Takoma,Greenbelt,0.375
Takoma,Grosvenor,0.375
Takoma,Judiciary Square,0.125
Takoma,L'Enfant Plaza,0.25
Takoma,Landover,0.125
Takoma,McPherson Square,0.125
Takoma,Metro Center,0.375
Takoma,Minnesota Avenue,0.375
Takoma,Mt. Vernon Square-UDC,0.25
Takoma,Naylor Road,0.375
Takoma,New Carrollton,0.625
Takoma,New York Ave,1.625
Takoma,Pentagon,0.5
Takoma,Prince George's Plaza,0.125
Takoma,Reagan Washington National Airport,0.125
Takoma,Rhode Island Avenue,1.25
Takoma,Rockville,0.125
Takoma,Rosslyn,0.125
Takoma,Shady Grove,0.25
Takoma,Shaw-Howard University,0.625
Takoma,Silver Spring,1.75
Takoma,Southern Avenue,0.125
Takoma,Stadium-Armory,0.375
Takoma,Suitland,0.25
Takoma,Takoma,2.375
Takoma,Tenleytown-AU,0.5
Takoma,U Street-Cardozo,2.125
Takoma,Union Station,2.0
Takoma,Van Ness-UDC,0.25
Takoma,Waterfront,0.125
Takoma,West Hyattsville,1.0
Takoma,Wheaton,3.0
Takoma,Woodley Park-Zoo,0.875
Tenleytown-AU,Addison Road,0.125
Tenleytown-AU,Anacostia,0.5
Tenleytown-AU,Ballston,0.25
Tenleytown-AU,Bethesda,7.375
Tenleytown-AU,Braddock Road,0.25
Tenleytown-AU,Branch Avenue,0.375
Tenleytown-AU,Brookland,0.75
Tenleytown-AU,Capitol Heights,0.5
Tenleytown-AU,Capitol South,0.375
Tenleytown-AU,Cheverly,0.25
Tenleytown-AU,Cleveland Park,1.75
Tenleytown-AU,College Park-U of MD,0.25
Tenleytown-AU,Columbia Heights,1.375
Tenleytown-AU,Congress Heights,0.125
Tenleytown-AU,Court House,0.25
Tenleytown-AU,Crystal City,0.25
Tenleytown-AU,Deanwood,0.25
Tenleytown-AU,Dupont Circle,11.5
Tenleytown-AU,East Falls Church,0.25
Tenleytown-AU,Eastern Market,0.875
Tenleytown-AU,Farragut North,2.0
Tenleytown-AU,Federal Triangle,0.25
Tenleytown-AU,Foggy Bottom,0.75
Tenleytown-AU,Forest Glen,0.125
Tenleytown-AU,Fort Totten,2.5
Tenleytown-AU,Franconia-Springfield,0.125
Tenleytown-AU,Friendship Heights,2.75
Tenleytown-AU,Gallery Place-Chinatown,2.125
Tenleytown-AU,Georgia Avenue-Petworth,0.75
Tenleytown-AU,Glenmont,0.625
Tenleytown-AU,Greenbelt,0.375
Tenleytown-AU,Grosvenor,5.75
Tenleytown-AU,Judiciary Square,0.125
Tenleytown-AU,King Street,0.125
Tenleytown-AU,Largo Town Center,0.125
Tenleytown-AU,McPherson Square,0.25
Tenleytown-AU,Medical Center,0.75
Tenleytown-AU,Metro Center,1.375
Tenleytown-AU,Minnesota Avenue,0.25
Tenleytown-AU,Mt. Vernon Square-UDC,0.5
Tenleytown-AU,Navy Yard,0.375
Tenleytown-AU,Naylor Road,0.125
Tenleytown-AU,New Carrollton,1.5
Tenleytown-AU,New York Ave,1.625
Tenleytown-AU,Pentagon City,1.375
Tenleytown-AU,Potomac Avenue,0.125
Tenleytown-AU,Reagan Washington National Airport,0.25
Tenleytown-AU,Rhode Island Avenue,1.75
Tenleytown-AU,Rockville,2.875
Tenleytown-AU,Rosslyn,0.25
Tenleytown-AU,Shady Grove,4.0
Tenleytown-AU,Silver Spring,1.625
Tenleytown-AU,Stadium-Armory,1.0
Tenleytown-AU,Suitland,0.125
Tenleytown-AU,Takoma,1.0
Tenleytown-AU,Tenleytown-AU,4.25
Tenleytown-AU,Twinbrook,3.125
Tenleytown-AU,U Street-Cardozo,0.75
Tenleytown-AU,Union Station,2.25
Tenleytown-AU,Van Dorn Street,0.125
Tenleytown-AU,Van Ness-UDC,3.0
Tenleytown-AU,Vienna,0.875
Tenleytown-AU,Virginia Square-GMU,0.125
Tenleytown-AU,West Falls Church,0.625
Tenleytown-AU,West Hyattsville,0.625
Tenleytown-AU,Wheaton,1.125
Tenleytown-AU,White Flint,2.5
Tenleytown-AU,Woodley Park-Zoo,6.875
Twinbrook,Addison Road,0.125
Twinbrook,Ballston,0.375
Twinbrook,Bethesda,2.875
Twinbrook,Clarendon,0.125
Twinbrook,Cleveland Park,0.25
Twinbrook,Deanwood,0.125
Twinbrook,Dunn Loring,0.125
Twinbrook,Dupont Circle,2.625
Twinbrook,East Falls Church,0.125
Twinbrook,Eastern Market,0.25
Twinbrook,Farragut North,1.125
Twinbrook,Foggy Bottom,0.125
Twinbrook,Fort Totten,0.25
Twinbrook,Franconia-Springfield,0.125
Twinbrook,Friendship Heights,1.0
Twinbrook,Gallery Place-Chinatown,1.25
Twinbrook,Georgia Avenue-Petworth,0.25
Twinbrook,Glenmont,0.125
Twinbrook,Grosvenor,0.875
Twinbrook,Judiciary Square,0.25
Twinbrook,Largo Town Center,0.125
Twinbrook,Medical Center,0.125
Twinbrook,Metro Center,0.5
Twinbrook,Mt. Vernon Square-UDC,0.125
Twinbrook,Navy Yard,0.125
Twinbrook,Naylor Road,0.25
Twinbrook,New York Ave,0.125
Twinbrook,Pentagon City,0.125
Twinbrook,Reagan Washington National Airport,0.5
Twinbrook,Rhode Island Avenue,0.375
Twinbrook,Rockville,2.0
Twinbrook,Rosslyn,0.125
Twinbrook,Shady Grove,9.625
Twinbrook,Silver Spring,0.125
Twinbrook,Suitland,0.125
Twinbrook,Takoma,0.25
Twinbrook,Tenleytown-AU,0.625
Twinbrook,Twinbrook,1.0
Twinbrook,U Street-Cardozo,0.125
Twinbrook,Union Station,0.875
Twinbrook,Van Ness-UDC,0.625
Twinbrook,Vienna,0.125
Twinbrook,West Hyattsville,0.125
Twinbrook,Wheaton,0.125
Twinbrook,White Flint,1.0
Twinbrook,Woodley Park-Zoo,1.75
U Street-Cardozo,Addison Road,2.0
U Street-Cardozo,Anacostia,16.0
U Street-Cardozo,Archives-Navy Memorial,3.75
U Street-Cardozo,Ballston,20.875
U Street-Cardozo,Benning Road,5.875
U Street-Cardozo,Bethesda,21.375
U Street-Cardozo,Braddock Road,17.0
U Street-Cardozo,Branch Avenue,13.125
U Street-Cardozo,Brookland,12.0
U Street-Cardozo,Capitol Heights,1.625
U Street-Cardozo,Capitol South,5.125
U Street-Cardozo,Cheverly,2.25
U Street-Cardozo,Clarendon,12.125
U Street-Cardozo,Cleveland Park,4.125
U Street-Cardozo,College Park-U of MD,36.125
U Street-Cardozo,Columbia Heights,55.75
U Street-Cardozo,Congress Heights,6.75
U Street-Cardozo,Court House,16.375
U Street-Cardozo,Crystal City,32.5
U Street-Cardozo,Deanwood,2.875
U Street-Cardozo,Dunn Loring,8.625
U Street-Cardozo,Dupont Circle,9.125
U Street-Cardozo,East Falls Church,19.125
U Street-Cardozo,Eastern Market,10.875
U Street-Cardozo,Eisenhower Avenue,6.875
U Street-Cardozo,Farragut North,4.125
U Street-Cardozo,Farragut West,3.25
U Street-Cardozo,Federal Center SW,0.5
U Street-Cardozo,Foggy Bottom,14.25
U Street-Cardozo,Forest Glen,8.625
U Street-Cardozo,Fort Totten,114.5
U Street-Cardozo,Franconia-Springfield,17.0
U Street-Cardozo,Friendship Heights,11.875
U Street-Cardozo,Gallery Place-Chinatown,55.0
U Street-Cardozo,Georgia Avenue-Petworth,56.875
U Street-Cardozo,Glenmont,16.75
U Street-Cardozo,Greenbelt,27.375
U Street-Cardozo,Grosvenor,16.625
U Street-Cardozo,Huntington,20.125
U Street-Cardozo,Judiciary Square,0.375
U Street-Cardozo,King Street,25.5
U Street-Cardozo,L'Enfant Plaza,15.25
U Street-Cardozo,Landover,1.5
U Street-Cardozo,Largo Town Center,5.375
U Street-Cardozo,McPherson Square,0.125
U Street-Cardozo,Medical Center,2.125
U Street-Cardozo,Metro Center,3.375
U Street-Cardozo,Minnesota Avenue,2.625
U Street-Cardozo,Morgan Blvd.,2.75
U Street-Cardozo,Mt. Vernon Square-UDC,22.625
U Street-Cardozo,Navy Yard,25.25
U Street-Cardozo,Naylor Road,6.625
U Street-Cardozo,New Carrollton,10.25
U Street-Cardozo,New York Ave,8.75
U Street-Cardozo,Pentagon,5.125
U Street-Cardozo,Pentagon City,54.0
U Street-Cardozo,Potomac Avenue,12.625
U Street-Cardozo,Prince George's Plaza,25.5
U Street-Cardozo,Reagan Washington National Airport,0.5
U Street-Cardozo,Rhode Island Avenue,5.375
U Street-Cardozo,Rockville,7.5
U Street-Cardozo,Rosslyn,24.75
U Street-Cardozo,Shady Grove,21.0
U Street-Cardozo,Shaw-Howard University,4.375
U Street-Cardozo,Silver Spring,62.75
U Street-Cardozo,Smithsonian,0.5
U Street-Cardozo,Southern Avenue,5.875
U Street-Cardozo,Stadium-Armory,4.375
U Street-Cardozo,Suitland,8.25
U Street-Cardozo,Takoma,13.375
U Street-Cardozo,Tenleytown-AU,15.875
U Street-Cardozo,Twinbrook,6.625
U Street-Cardozo,U Street-Cardozo,35.75
U Street-Cardozo,Union Station,14.125
U Street-Cardozo,Van Dorn Street,8.125
U Street-Cardozo,Van Ness-UDC,10.25
U Street-Cardozo,Vienna,25.625
U Street-Cardozo,Virginia Square-GMU,7.0
U Street-Cardozo,Waterfront,31.5
U Street-Cardozo,West Falls Church,6.25
U Street-Cardozo,West Hyattsville,19.0
U Street-Cardozo,Wheaton,12.625
U Street-Cardozo,White Flint,6.0
U Street-Cardozo,Woodley Park-Zoo,5.375
Union Station,Addison Road,0.625
Union Station,Anacostia,3.0
Union Station,Ballston,7.0
Union Station,Benning Road,0.875
Union Station,Bethesda,9.0
Union Station,Braddock Road,1.0
Union Station,Branch Avenue,1.75
Union Station,Brookland,25.375
Union Station,Capitol Heights,0.5
Union Station,Cheverly,0.375
Union Station,Clarendon,1.125
Union Station,Cleveland Park,6.375
Union Station,College Park-U of MD,2.75
Union Station,Columbia Heights,10.75
Union Station,Congress Heights,1.25
