ent_station,ext_station,riders_average_weekday_late_night,trip_length
king street old town,southern avenue,0.125,12
king street old town,stadium armory,0.125,12
king street old town,suitland,0.375,14
king street old town,takoma,0.25,16
king street old town,tenleytown au,0.25,16
king street old town,twinbrook,0.5,22
king street old town,u street,4.0,12
king street old town,union station,0.625,11
king street old town,van dorn street,10.875,1
king street old town,van ness udc,0.375,15
king street old town,vienna,4.375,16
king street old town,virginia square gmu,1.0,11
king street old town,waterfront,0.25,8
king street old town,west falls church,1.625,14
king street old town,west hyattsville,0.375,16
king street old town,wheaton,0.125,19
king street old town,woodley park,1.0,13
l'enfant plaza,addison road,1.125,8
l'enfant plaza,anacostia,4.0,3
l'enfant plaza,ballston-mu,0.75,7
l'enfant plaza,benning road,0.25,6
l'enfant plaza,braddock road,2.125,6
l'enfant plaza,branch avenue,1.0,8
l'enfant plaza,brookland cua,1.0,7
l'enfant plaza,capitol heights,0.25,7
l'enfant plaza,capitol south,0.25,2
l'enfant plaza,cheverly,1.875,8
l'enfant plaza,clarendon,0.5,5
l'enfant plaza,cleveland park,0.25,7
l'enfant plaza,college park university of maryland,0.75,11
l'enfant plaza,columbia heights,7.0,6
l'enfant plaza,congress heights,1.5,4
l'enfant plaza,court house,1.0,4
l'enfant plaza,crystal city,2.375,3
l'enfant plaza,deanwood,0.25,7
l'enfant plaza,dunn loring,1.5,10
l'enfant plaza,dupont circle,0.875,5
l'enfant plaza,east falls church,0.875,8
l'enfant plaza,eastern market,2.625,3
l'enfant plaza,eisenhower avenue,1.0,8
l'enfant plaza,farragut west,0.125,5
l'enfant plaza,foggy bottom gwu,0.75,4
l'enfant plaza,forest glen,0.375,11
l'enfant plaza,fort totten,6.0,8
l'enfant plaza,franconia springfield,2.5,9
l'enfant plaza,friendship heights,0.5,10
l'enfant plaza,gallery place,2.375,2
l'enfant plaza,georgia avenue petworth,3.625,7
l'enfant plaza,glenmont,1.125,13
l'enfant plaza,greenbelt,1.5,12
l'enfant plaza,grosvenor strathmore,0.125,13
l'enfant plaza,huntington,3.25,9
l'enfant plaza,king street old town,2.0,7
l'enfant plaza,l'enfant plaza,3.0,0
l'enfant plaza,landover,1.0,9
l'enfant plaza,largo,0.875,10
l'enfant plaza,mcpherson square,1.125,4
l'enfant plaza,medical center,0.125,12
l'enfant plaza,metro center,0.125,3
l'enfant plaza,minnesota avenue,0.375,6
l'enfant plaza,morgan boulevard,0.875,9
l'enfant plaza,mount vernon square,2.375,3
l'enfant plaza,navy yard ballpark,1.0,2
l'enfant plaza,naylor road,1.125,6
l'enfant plaza,new carrollton,1.875,10
l'enfant plaza,noma gallaudet u,0.25,5
l'enfant plaza,pentagon,1.0,1
l'enfant plaza,pentagon city,4.25,2
l'enfant plaza,potomac avenue,1.5,4
l'enfant plaza,hyattsville crossing,1.5,10
l'enfant plaza,national airport,0.375,4
l'enfant plaza,rhode island avenue,1.0,6
l'enfant plaza,rockville,0.25,16
l'enfant plaza,rosslyn,0.875,3
l'enfant plaza,shady grove,1.0,17
l'enfant plaza,shaw howard university,1.0,4
l'enfant plaza,silver spring,1.25,10
l'enfant plaza,southern avenue,2.0,5
l'enfant plaza,stadium armory,1.0,5
l'enfant plaza,suitland,1.125,7
l'enfant plaza,takoma,0.25,9
l'enfant plaza,tenleytown au,0.75,9
l'enfant plaza,twinbrook,0.25,15
l'enfant plaza,u street,3.5,5
l'enfant plaza,union station,0.25,4
l'enfant plaza,van dorn street,1.625,8
l'enfant plaza,van ness udc,0.875,8
l'enfant plaza,vienna,1.625,11
l'enfant plaza,virginia square gmu,0.25,6
l'enfant plaza,waterfront,0.375,1
l'enfant plaza,west falls church,0.875,9
l'enfant plaza,west hyattsville,1.25,9
l'enfant plaza,wheaton,0.875,12
l'enfant plaza,north bethesda,0.25,14
l'enfant plaza,woodley park,0.5,6
landover,anacostia,1.75,12
landover,benning road,0.5,5
landover,branch avenue,0.25,17
landover,brookland cua,0.125,16
landover,capitol heights,0.625,6
landover,columbia heights,0.125,15
landover,congress heights,0.25,13
landover,deanwood,0.75,2
landover,eastern market,0.125,6
landover,farragut west,1.0,14
landover,fort totten,0.375,17
landover,franconia springfield,0.125,18
landover,gallery place,0.125,11
landover,glenmont,0.25,22
landover,l'enfant plaza,0.375,9
landover,landover,1.125,0
landover,largo,0.25,9
landover,mcpherson square,0.125,13
landover,metro center,0.125,12
landover,minnesota avenue,2.375,3
landover,morgan boulevard,0.125,8
landover,mount vernon square,0.125,12
landover,new carrollton,2.25,1
landover,pentagon city,0.125,11
landover,potomac avenue,0.375,5
landover,hyattsville crossing,0.25,19
landover,national airport,0.375,13
landover,rhode island avenue,0.125,15
landover,shady grove,0.125,26
landover,shaw howard university,0.125,13
landover,silver spring,0.25,19
landover,southern avenue,0.5,14
landover,stadium armory,0.125,4
landover,suitland,0.25,16
landover,union station,0.125,13
landover,vienna,0.125,20
landover,virginia square gmu,0.25,15
landover,west hyattsville,0.125,18
largo,addison road,8.0,2
largo,anacostia,3.5,13
largo,archives,0.25,11
largo,benning road,6.0,4
largo,branch avenue,1.75,18
largo,brookland cua,0.25,17
largo,capitol heights,4.75,3
largo,capitol south,0.125,8
largo,cheverly,0.25,8
largo,clarendon,0.125,15
largo,columbia heights,0.875,16
largo,congress heights,2.0,14
largo,crystal city,0.125,13
largo,deanwood,1.25,7
largo,eastern market,1.75,7
largo,farragut west,0.25,15
largo,fort totten,1.0,18
largo,franconia springfield,0.125,19
largo,gallery place,1.0,12
largo,georgia avenue petworth,1.375,17
largo,glenmont,0.25,23
largo,greenbelt,1.625,22
largo,l'enfant plaza,0.25,10
largo,landover,0.75,9
largo,largo,3.5,0
largo,mcpherson square,0.125,14
largo,metro center,1.25,13
largo,minnesota avenue,1.0,6
largo,morgan boulevard,1.625,1
largo,mount vernon square,0.625,13
largo,naylor road,1.875,16
largo,new carrollton,2.125,10
largo,noma gallaudet u,0.875,15
largo,pentagon city,0.5,12
largo,potomac avenue,1.875,6
largo,hyattsville crossing,0.75,20
largo,national airport,1.375,14
largo,rhode island avenue,1.0,16
largo,shaw howard university,0.5,14
largo,silver spring,0.125,20
largo,southern avenue,1.75,15
largo,stadium armory,2.0,5
largo,suitland,3.625,17
largo,u street,0.375,15
largo,union station,1.0,14
largo,van dorn street,0.125,18
largo,van ness udc,0.25,18
largo,vienna,0.125,21
largo,west hyattsville,0.625,19
largo,wheaton,0.125,22
mcpherson square,addison road,1.375,12
mcpherson square,anacostia,1.75,7
mcpherson square,ballston-mu,27.0,7
mcpherson square,benning road,3.5,10
mcpherson square,bethesda,2.125,9
mcpherson square,braddock road,3.0,10
mcpherson square,branch avenue,2.625,12
mcpherson square,brookland cua,0.25,7
mcpherson square,capitol heights,1.625,11
mcpherson square,capitol south,3.25,6
mcpherson square,cheverly,1.5,12
mcpherson square,clarendon,11.625,5
mcpherson square,cleveland park,0.625,5
mcpherson square,college park university of maryland,0.75,11
mcpherson square,columbia heights,1.25,6
mcpherson square,congress heights,0.25,8
mcpherson square,court house,24.875,4
mcpherson square,crystal city,9.375,7
mcpherson square,deanwood,1.5,11
mcpherson square,dunn loring,9.625,10
mcpherson square,dupont circle,1.5,3
mcpherson square,east falls church,13.25,8
mcpherson square,eastern market,7.25,7
mcpherson square,farragut north,0.625,2
mcpherson square,farragut west,0.5,1
mcpherson square,federal center sw,1.625,5
mcpherson square,foggy bottom gwu,9.125,2
mcpherson square,forest glen,0.375,11
mcpherson square,fort totten,3.625,8
mcpherson square,franconia springfield,7.5,13
mcpherson square,friendship heights,0.75,8
mcpherson square,gallery place,1.0,2
mcpherson square,georgia avenue petworth,1.625,7
mcpherson square,glenmont,2.5,13
mcpherson square,greenbelt,1.375,12
mcpherson square,grosvenor strathmore,1.125,11
mcpherson square,huntington,4.125,13
mcpherson square,judiciary square,0.25,3
mcpherson square,king street old town,8.125,11
mcpherson square,l'enfant plaza,1.625,4
mcpherson square,landover,0.625,13
mcpherson square,largo,5.125,14
mcpherson square,mcpherson square,9.0,0
mcpherson square,medical center,0.25,10
mcpherson square,metro center,1.0,1
mcpherson square,minnesota avenue,1.75,10
mcpherson square,morgan boulevard,2.125,13
mcpherson square,mount vernon square,0.25,3
mcpherson square,navy yard ballpark,0.25,6
mcpherson square,naylor road,1.25,10
mcpherson square,new carrollton,10.75,14
mcpherson square,noma gallaudet u,1.0,5
mcpherson square,pentagon,2.875,5
mcpherson square,pentagon city,17.875,6
mcpherson square,potomac avenue,4.0,8
mcpherson square,hyattsville crossing,1.25,10
mcpherson square,national airport,1.375,8
mcpherson square,rhode island avenue,0.75,6
mcpherson square,rockville,0.875,14
mcpherson square,rosslyn,20.875,3
mcpherson square,shady grove,4.5,15
mcpherson square,shaw howard university,1.125,4
mcpherson square,silver spring,4.25,10
mcpherson square,smithsonian,0.375,3
mcpherson square,southern avenue,1.25,9
mcpherson square,stadium armory,2.625,9
mcpherson square,suitland,1.0,11
mcpherson square,takoma,0.375,9
mcpherson square,tenleytown au,0.25,7
mcpherson square,twinbrook,0.625,13
mcpherson square,u street,1.125,5
mcpherson square,union station,1.125,4
mcpherson square,van dorn street,7.125,12
mcpherson square,van ness udc,1.0,6
mcpherson square,vienna,20.75,11
mcpherson square,virginia square gmu,8.125,6
mcpherson square,waterfront,1.625,5
mcpherson square,west falls church,11.0,9
mcpherson square,west hyattsville,0.75,9
mcpherson square,wheaton,2.5,12
mcpherson square,north bethesda,0.625,12
mcpherson square,woodley park,1.25,4
medical center,anacostia,0.25,15
medical center,ballston-mu,0.125,17
medical center,bethesda,0.25,1
medical center,brookland cua,0.125,15
medical center,cleveland park,0.125,5
medical center,columbia heights,0.125,14
medical center,dupont circle,0.5,7
medical center,farragut north,0.25,8
medical center,foggy bottom gwu,0.125,12
medical center,fort totten,0.75,16
medical center,friendship heights,1.625,2
medical center,glenmont,0.125,21
medical center,grosvenor strathmore,1.375,1
medical center,largo,0.125,22
medical center,medical center,1.25,0
medical center,navy yard ballpark,0.125,14
medical center,pentagon city,0.25,14
medical center,rhode island avenue,0.25,14
medical center,rockville,0.75,4
medical center,shady grove,2.5,5
medical center,suitland,0.125,19
medical center,tenleytown au,0.125,3
medical center,twinbrook,2.375,3
medical center,union station,0.375,12
medical center,van ness udc,0.125,4
medical center,vienna,0.125,21
medical center,waterfront,0.125,13
medical center,north bethesda,1.625,2
medical center,woodley park,1.625,6
metro center,addison road,3.25,11
metro center,anacostia,2.125,6
metro center,ballston-mu,37.625,8
metro center,benning road,2.5,9
metro center,bethesda,17.5,8
metro center,braddock road,2.875,9
metro center,branch avenue,1.75,11
metro center,brookland cua,4.875,6
metro center,capitol heights,4.375,10
metro center,capitol south,2.625,5
metro center,cheverly,2.125,11
metro center,clarendon,18.375,6
metro center,cleveland park,5.375,4
metro center,college park university of maryland,0.625,10
metro center,columbia heights,0.875,5
metro center,congress heights,0.25,7
metro center,court house,33.375,5
metro center,crystal city,5.75,6
metro center,deanwood,2.5,10
metro center,dunn loring,17.5,11
metro center,dupont circle,15.5,2
metro center,east falls church,29.0,9
metro center,eastern market,12.5,6
metro center,eisenhower avenue,1.25,11
metro center,farragut north,4.0,1
metro center,farragut west,3.25,2
metro center,federal center sw,0.625,4
metro center,federal triangle,0.25,1
metro center,foggy bottom gwu,19.5,3
metro center,forest glen,4.375,10
metro center,fort totten,14.375,7
metro center,franconia springfield,13.75,12
metro center,friendship heights,7.5,7
metro center,gallery place,1.125,1
metro center,georgia avenue petworth,1.375,6
metro center,glenmont,14.875,12
metro center,greenbelt,2.25,11
metro center,grosvenor strathmore,15.25,10
metro center,huntington,4.25,12
metro center,judiciary square,0.5,2
metro center,king street old town,3.625,10
metro center,l'enfant plaza,1.875,3
metro center,landover,2.5,12
metro center,largo,5.625,13
metro center,mcpherson square,0.625,1
metro center,medical center,1.5,9
metro center,metro center,16.125,0
metro center,minnesota avenue,2.125,9
metro center,morgan boulevard,3.875,12
metro center,mount vernon square,0.625,2
metro center,navy yard ballpark,1.25,5
metro center,naylor road,1.375,9
metro center,new carrollton,13.25,13
metro center,noma gallaudet u,3.875,4
metro center,pentagon,2.25,4
metro center,pentagon city,10.625,5
metro center,potomac avenue,6.0,7
metro center,hyattsville crossing,4.125,9
metro center,national airport,0.375,7
metro center,rhode island avenue,6.375,5
metro center,rockville,5.875,13
metro center,rosslyn,39.375,4
metro center,shady grove,15.125,14
metro center,shaw howard university,1.875,3
metro center,silver spring,21.25,9
metro center,smithsonian,0.75,2
metro center,southern avenue,0.875,8
metro center,stadium armory,4.375,8
metro center,suitland,2.0,10
metro center,takoma,7.875,8
metro center,tenleytown au,6.0,6
metro center,twinbrook,7.375,12
metro center,u street,2.75,4
metro center,union station,6.25,3
metro center,van dorn street,5.25,11
metro center,van ness udc,10.625,5
metro center,vienna,48.625,12
metro center,virginia square gmu,17.5,7
metro center,waterfront,0.75,4
metro center,west falls church,21.25,10
metro center,west hyattsville,1.75,8
metro center,wheaton,8.625,11
metro center,north bethesda,7.5,11
metro center,woodley park,12.625,3
minnesota avenue,addison road,1.5,4
minnesota avenue,anacostia,2.875,9
minnesota avenue,ballston-mu,0.5,13
minnesota avenue,benning road,0.125,2
minnesota avenue,brookland cua,0.875,13
minnesota avenue,capitol south,0.125,4
minnesota avenue,cheverly,1.125,2
minnesota avenue,cleveland park,0.125,13
minnesota avenue,columbia heights,2.0,12
minnesota avenue,congress heights,1.375,10
minnesota avenue,deanwood,4.625,1
minnesota avenue,eastern market,0.375,3
minnesota avenue,federal center sw,0.125,5
minnesota avenue,foggy bottom gwu,0.375,10
minnesota avenue,fort totten,2.0,14
minnesota avenue,franconia springfield,0.125,15
minnesota avenue,gallery place,0.625,8
minnesota avenue,georgia avenue petworth,0.5,13
minnesota avenue,glenmont,0.125,19
minnesota avenue,greenbelt,0.125,18
minnesota avenue,king street old town,0.125,13
minnesota avenue,landover,7.875,3
minnesota avenue,largo,0.375,6
minnesota avenue,mcpherson square,0.375,10
minnesota avenue,metro center,0.625,9
minnesota avenue,minnesota avenue,2.25,0
minnesota avenue,morgan boulevard,0.125,5
minnesota avenue,naylor road,0.875,12
minnesota avenue,new carrollton,4.5,4
minnesota avenue,noma gallaudet u,0.25,11
minnesota avenue,potomac avenue,1.125,2
minnesota avenue,hyattsville crossing,0.25,16
minnesota avenue,national airport,0.25,10
minnesota avenue,rhode island avenue,0.75,12
minnesota avenue,rockville,0.25,22
minnesota avenue,shady grove,0.25,23
minnesota avenue,silver spring,0.25,16
minnesota avenue,smithsonian,0.375,7
minnesota avenue,southern avenue,1.0,11
minnesota avenue,stadium armory,1.25,1
minnesota avenue,suitland,0.5,13
minnesota avenue,takoma,0.125,15
minnesota avenue,u street,0.75,11
minnesota avenue,union station,0.125,10
minnesota avenue,van dorn street,0.125,14
minnesota avenue,vienna,0.25,17
minnesota avenue,waterfront,0.375,7
minnesota avenue,west hyattsville,0.125,15
minnesota avenue,wheaton,0.25,18
minnesota avenue,woodley park,0.375,12
morgan boulevard,addison road,0.625,1
morgan boulevard,anacostia,0.25,12
morgan boulevard,ballston-mu,0.125,16
morgan boulevard,benning road,0.625,3
morgan boulevard,branch avenue,0.125,17
morgan boulevard,college park university of maryland,0.125,20
morgan boulevard,columbia heights,0.25,15
morgan boulevard,east falls church,0.125,17
morgan boulevard,farragut west,0.125,14
morgan boulevard,foggy bottom gwu,0.125,13
morgan boulevard,fort totten,0.125,17
morgan boulevard,georgia avenue petworth,0.125,16
morgan boulevard,greenbelt,0.125,21
morgan boulevard,largo,0.375,1
morgan boulevard,minnesota avenue,0.125,5
morgan boulevard,morgan boulevard,0.875,0
morgan boulevard,mount vernon square,0.125,12
morgan boulevard,naylor road,0.125,15
morgan boulevard,new carrollton,0.25,9
morgan boulevard,pentagon city,0.25,11
morgan boulevard,potomac avenue,0.125,5
morgan boulevard,national airport,0.5,13
morgan boulevard,rosslyn,0.125,12
morgan boulevard,shady grove,0.125,26
morgan boulevard,stadium armory,0.875,4
morgan boulevard,suitland,0.125,16
morgan boulevard,vienna,0.125,20
morgan boulevard,woodley park,0.125,15
mount vernon square,addison road,0.375,11
mount vernon square,anacostia,4.125,6
mount vernon square,archives,0.25,2
mount vernon square,ballston-mu,1.125,10
mount vernon square,benning road,0.375,9
mount vernon square,braddock road,1.25,9
mount vernon square,branch avenue,2.25,11
mount vernon square,brookland cua,0.125,6
mount vernon square,capitol heights,0.375,10
mount vernon square,capitol south,0.25,5
mount vernon square,clarendon,0.375,8
mount vernon square,college park university of maryland,1.875,8
mount vernon square,columbia heights,23.5,3
mount vernon square,congress heights,1.375,7
mount vernon square,court house,0.875,7
mount vernon square,crystal city,5.25,6
mount vernon square,deanwood,0.375,10
mount vernon square,dunn loring,0.375,13
mount vernon square,dupont circle,0.75,4
mount vernon square,east falls church,0.5,11
mount vernon square,eastern market,0.625,6
mount vernon square,eisenhower avenue,1.375,11
mount vernon square,farragut north,0.25,3
mount vernon square,foggy bottom gwu,2.0,5
mount vernon square,forest glen,0.25,8
mount vernon square,fort totten,14.625,5
mount vernon square,franconia springfield,1.25,12
mount vernon square,friendship heights,0.25,9
mount vernon square,gallery place,1.375,1
mount vernon square,georgia avenue petworth,10.125,4
mount vernon square,glenmont,0.125,10
mount vernon square,greenbelt,1.75,9
mount vernon square,grosvenor strathmore,0.375,12
mount vernon square,huntington,2.625,12
mount vernon square,king street old town,2.75,10
mount vernon square,l'enfant plaza,0.75,3
mount vernon square,landover,0.25,12
mount vernon square,largo,0.75,13
mount vernon square,medical center,0.125,11
mount vernon square,metro center,0.25,2
mount vernon square,minnesota avenue,1.125,9
mount vernon square,morgan boulevard,0.5,12
mount vernon square,mount vernon square,5.125,0
mount vernon square,navy yard ballpark,4.125,5
mount vernon square,naylor road,1.375,9
mount vernon square,new carrollton,1.125,13
mount vernon square,noma gallaudet u,0.625,4
mount vernon square,pentagon,0.375,4
mount vernon square,pentagon city,3.25,5
mount vernon square,potomac avenue,1.125,7
mount vernon square,hyattsville crossing,3.375,7
mount vernon square,national airport,0.125,7
mount vernon square,rhode island avenue,0.5,5
mount vernon square,rosslyn,0.75,6
mount vernon square,shaw howard university,2.75,1
mount vernon square,silver spring,1.75,7
mount vernon square,southern avenue,1.25,8
mount vernon square,stadium armory,0.125,8
mount vernon square,suitland,2.25,10
mount vernon square,takoma,0.25,6
mount vernon square,tenleytown au,0.75,8
mount vernon square,twinbrook,0.75,14
mount vernon square,u street,14.625,2
mount vernon square,union station,1.125,3
mount vernon square,van dorn street,0.5,11
mount vernon square,van ness udc,0.25,7
mount vernon square,vienna,0.375,14
mount vernon square,virginia square gmu,0.25,9
mount vernon square,waterfront,1.625,4
mount vernon square,west falls church,0.625,12
mount vernon square,west hyattsville,3.625,6
mount vernon square,wheaton,0.25,9
mount vernon square,north bethesda,0.125,13
mount vernon square,woodley park,0.875,5
navy yard ballpark,addison road,0.625,10
navy yard ballpark,anacostia,11.0,1
navy yard ballpark,archives,2.75,3
navy yard ballpark,ballston-mu,7.625,9
navy yard ballpark,benning road,1.125,8
navy yard ballpark,bethesda,4.25,13
navy yard ballpark,braddock road,1.75,8
navy yard ballpark,branch avenue,2.75,6
navy yard ballpark,brookland cua,0.375,9
navy yard ballpark,capitol heights,0.625,9
navy yard ballpark,cheverly,0.375,10
navy yard ballpark,clarendon,5.125,7
navy yard ballpark,cleveland park,2.625,9
navy yard ballpark,college park university of maryland,2.375,13
navy yard ballpark,columbia heights,13.25,8
navy yard ballpark,congress heights,3.125,2
navy yard ballpark,court house,5.5,6
navy yard ballpark,crystal city,3.875,5
navy yard ballpark,dunn loring,0.375,12
navy yard ballpark,dupont circle,7.375,7
navy yard ballpark,east falls church,4.625,10
navy yard ballpark,eastern market,1.0,5
navy yard ballpark,eisenhower avenue,2.125,10
navy yard ballpark,farragut north,0.5,6
navy yard ballpark,farragut west,0.75,7
navy yard ballpark,federal center sw,0.375,3
navy yard ballpark,foggy bottom gwu,5.25,6
navy yard ballpark,forest glen,1.375,13
navy yard ballpark,fort totten,7.375,10
navy yard ballpark,franconia springfield,2.875,11
navy yard ballpark,friendship heights,2.375,12
navy yard ballpark,gallery place,26.875,4
navy yard ballpark,georgia avenue petworth,3.25,9
navy yard ballpark,glenmont,1.5,15
navy yard ballpark,greenbelt,1.875,14
navy yard ballpark,grosvenor strathmore,3.875,15
navy yard ballpark,huntington,1.875,11
navy yard ballpark,king street old town,3.375,9
navy yard ballpark,l'enfant plaza,4.875,2
navy yard ballpark,landover,0.125,11
navy yard ballpark,largo,0.25,12
navy yard ballpark,mcpherson square,0.875,6
navy yard ballpark,medical center,0.375,14
navy yard ballpark,metro center,0.125,5
navy yard ballpark,minnesota avenue,1.375,8
navy yard ballpark,morgan boulevard,0.25,11
navy yard ballpark,mount vernon square,7.625,5
navy yard ballpark,navy yard ballpark,11.375,0
navy yard ballpark,naylor road,2.375,4
navy yard ballpark,new carrollton,1.75,12
navy yard ballpark,noma gallaudet u,1.875,7
navy yard ballpark,pentagon,0.75,3
navy yard ballpark,pentagon city,6.75,4
navy yard ballpark,potomac avenue,0.5,6
navy yard ballpark,hyattsville crossing,1.0,12
navy yard ballpark,national airport,0.25,6
navy yard ballpark,rhode island avenue,1.375,8
navy yard ballpark,rockville,1.125,18
navy yard ballpark,rosslyn,4.125,5
navy yard ballpark,shady grove,4.0,19
navy yard ballpark,shaw howard university,2.5,6
navy yard ballpark,silver spring,5.25,12
navy yard ballpark,southern avenue,3.5,3
navy yard ballpark,stadium armory,0.375,7
navy yard ballpark,suitland,3.625,5
navy yard ballpark,takoma,1.875,11
navy yard ballpark,tenleytown au,2.375,11
navy yard ballpark,twinbrook,0.625,17
navy yard ballpark,u street,21.875,7
navy yard ballpark,union station,1.125,6
navy yard ballpark,van dorn street,1.625,10
navy yard ballpark,van ness udc,1.875,10
navy yard ballpark,vienna,4.75,13
navy yard ballpark,virginia square gmu,1.75,8
navy yard ballpark,waterfront,0.5,1
navy yard ballpark,west falls church,1.125,11
navy yard ballpark,west hyattsville,0.875,11
navy yard ballpark,wheaton,0.125,14
navy yard ballpark,north bethesda,1.0,16
navy yard ballpark,woodley park,2.75,8
naylor road,addison road,1.0,14
naylor road,anacostia,6.25,3
naylor road,archives,0.25,7
naylor road,benning road,1.0,12
naylor road,branch avenue,3.25,2
naylor road,brookland cua,0.25,13
naylor road,capitol heights,1.25,13
naylor road,cheverly,0.25,14
naylor road,clarendon,0.125,11
naylor road,college park university of maryland,0.25,17
naylor road,columbia heights,0.875,12
naylor road,congress heights,2.25,2
naylor road,court house,0.125,10
naylor road,deanwood,2.0,13
naylor road,dupont circle,0.25,11
naylor road,farragut north,0.125,10
naylor road,fort totten,1.5,14
naylor road,gallery place,2.75,8
naylor road,georgia avenue petworth,0.875,13
naylor road,glenmont,0.125,19
naylor road,huntington,0.625,15
naylor road,king street old town,0.5,13
naylor road,landover,0.125,15
naylor road,largo,0.625,16
naylor road,mcpherson square,0.125,10
naylor road,minnesota avenue,0.5,12
naylor road,mount vernon square,0.125,9
naylor road,navy yard ballpark,0.25,4
naylor road,naylor road,1.625,0
naylor road,new carrollton,0.75,16
naylor road,noma gallaudet u,0.5,11
naylor road,pentagon city,0.875,8
naylor road,potomac avenue,0.125,10
naylor road,hyattsville crossing,0.5,16
naylor road,rhode island avenue,1.75,12
naylor road,rockville,0.5,22
naylor road,rosslyn,0.25,9
naylor road,shady grove,0.125,23
naylor road,shaw howard university,0.625,10
naylor road,silver spring,0.375,16
naylor road,southern avenue,3.25,1
naylor road,stadium armory,0.75,11
naylor road,suitland,4.625,1
naylor road,takoma,0.25,15
naylor road,tenleytown au,0.125,15
naylor road,twinbrook,0.125,21
naylor road,u street,1.5,11
naylor road,union station,0.25,10
naylor road,van dorn street,0.125,14
naylor road,waterfront,1.5,5
naylor road,west hyattsville,0.125,15
naylor road,woodley park,0.625,12
new carrollton,addison road,1.0,8
new carrollton,anacostia,1.125,13
new carrollton,ballston-mu,0.25,17
new carrollton,benning road,0.375,6
new carrollton,branch avenue,0.5,18
new carrollton,brookland cua,0.375,17
new carrollton,capitol heights,0.375,7
new carrollton,capitol south,0.125,8
new carrollton,cheverly,0.125,2
new carrollton,clarendon,0.125,15
new carrollton,college park university of maryland,0.125,21
new carrollton,columbia heights,0.25,16
new carrollton,congress heights,1.0,14
new carrollton,court house,0.25,14
new carrollton,crystal city,0.375,13
new carrollton,deanwood,1.375,3
new carrollton,dupont circle,0.125,15
new carrollton,east falls church,0.25,18
new carrollton,eastern market,0.5,7
new carrollton,farragut west,0.125,15
new carrollton,federal center sw,0.375,9
new carrollton,foggy bottom gwu,0.5,14
new carrollton,fort totten,2.0,18
new carrollton,franconia springfield,0.125,19
new carrollton,gallery place,1.5,12
new carrollton,georgia avenue petworth,0.375,17
new carrollton,glenmont,0.125,23
new carrollton,greenbelt,0.25,22
new carrollton,huntington,0.5,19
new carrollton,judiciary square,0.125,13
new carrollton,king street old town,0.125,17
new carrollton,landover,1.75,1
new carrollton,largo,0.375,10
new carrollton,mcpherson square,0.5,14
new carrollton,metro center,0.25,13
new carrollton,minnesota avenue,2.25,4
new carrollton,morgan boulevard,0.125,9
new carrollton,mount vernon square,0.125,13
new carrollton,navy yard ballpark,0.125,12
new carrollton,naylor road,0.375,16
new carrollton,new carrollton,3.5,0
new carrollton,noma gallaudet u,0.125,15
new carrollton,pentagon city,0.5,12
new carrollton,potomac avenue,1.0,6
new carrollton,hyattsville crossing,0.125,20
new carrollton,national airport,0.125,14
new carrollton,rhode island avenue,0.5,16
new carrollton,rosslyn,0.125,13
new carrollton,shady grove,0.25,27
new carrollton,shaw howard university,1.375,14
new carrollton,silver spring,0.375,20
new carrollton,southern avenue,0.25,15
new carrollton,stadium armory,0.875,5
new carrollton,suitland,1.0,17
new carrollton,takoma,0.125,19
new carrollton,tenleytown au,0.25,19
new carrollton,twinbrook,0.125,25
new carrollton,u street,1.25,15
new carrollton,union station,0.125,14
new carrollton,van dorn street,0.5,18
new carrollton,vienna,0.25,21
new carrollton,virginia square gmu,0.125,16
new carrollton,west falls church,0.125,19
new carrollton,west hyattsville,0.25,19
new carrollton,wheaton,0.625,22
new carrollton,woodley park,0.25,16
noma gallaudet u,addison road,0.5,13
noma gallaudet u,anacostia,5.75,8
noma gallaudet u,ballston-mu,1.375,12
noma gallaudet u,benning road,1.875,11
noma gallaudet u,bethesda,3.25,12
noma gallaudet u,braddock road,0.5,11
noma gallaudet u,branch avenue,0.75,13
noma gallaudet u,brookland cua,4.5,2
noma gallaudet u,capitol heights,1.0,12
noma gallaudet u,capitol south,0.125,7
noma gallaudet u,clarendon,0.375,10
noma gallaudet u,cleveland park,0.875,8
noma gallaudet u,college park university of maryland,2.5,6
noma gallaudet u,columbia heights,3.375,5
noma gallaudet u,congress heights,1.375,9
noma gallaudet u,court house,0.5,9
noma gallaudet u,crystal city,0.125,8
noma gallaudet u,deanwood,0.75,12
noma gallaudet u,dunn loring,2.375,15
noma gallaudet u,dupont circle,6.125,6
noma gallaudet u,east falls church,1.125,13
noma gallaudet u,eastern market,0.375,8
noma gallaudet u,eisenhower avenue,0.625,13
noma gallaudet u,farragut north,2.0,5
noma gallaudet u,foggy bottom gwu,1.125,7
noma gallaudet u,forest glen,1.5,6
noma gallaudet u,fort totten,13.0,3
noma gallaudet u,franconia springfield,2.125,14
noma gallaudet u,friendship heights,1.375,11
noma gallaudet u,gallery place,5.25,3
noma gallaudet u,georgia avenue petworth,1.375,4
noma gallaudet u,glenmont,7.875,8
noma gallaudet u,greenbelt,0.875,7
noma gallaudet u,grosvenor strathmore,2.625,14
noma gallaudet u,huntington,2.125,14
noma gallaudet u,judiciary square,0.875,2
noma gallaudet u,king street old town,0.375,12
noma gallaudet u,l'enfant plaza,1.0,5
noma gallaudet u,landover,0.875,14
